,name,rating,reviews,cinfo
4673,SSK Group,3.2,146,FMCG | 1k-5k Employees | 34 years old | Pune +46 more
4674,R-Logic Technology Services,4.2,146,IT Services & Consulting | 1k-5k Employees | 27 years old | Bangalore/Bengaluru +8 more
4675,Sears IT & Management Services India,3.6,146,IT Services & Consulting | 501-1k Employees | 14 years old | Pune +3 more
4676,HEUBACH Colour,3.8,146,Chemicals | 51-200 Employees | 29 years old | Vadodara +10 more
4677,C. L. GUPTA EXPORTS,4.1,146,Import & Export | 1k-5k Employees | Public | 68 years old | New Delhi +7 more
4678,Indian Oil- Adani Gas,3.8,146,Noida +30 more
4679,Ajay Industrial Corporation,3.8,146,Industrial Machinery | 51-200 Employees | 62 years old | Ghaziabad +26 more
4680,Al Fara'a Group,3.1,146,Engineering & Construction | 201-500 Employees | 43 years old | Al Ain +10 more
4681,Jbm Auto Components,4,146,Auto Components | 10k-50k Employees (Global) | 40 years old | Gurgaon +24 more
4682,Hi Tech Informatics,3.7,146,IT Services & Consulting | 501-1k Employees (Global) | 33 years old | Bangalore/Bengaluru +39 more
4683,Utkarsh India,3,146,Industrial Machinery | 501-1k Employees | Public | 36 years old | Kolkata +12 more
4684,Covalent Laboratories,3.3,146,Pharma | 51-200 Employees | 21 years old | Hyderabad/Secunderabad +4 more
4685,Avaada Energy,4.5,146,Power | 501-1k Employees | 14 years old | Mumbai +17 more
4686,MR.DIY,3.4,146,Retail | 51-200 Employees | Mumbai +38 more
4687,Yutika Natural,4,146,Indore +23 more
4688,Bajaj Allianz,4,146,Pune +70 more
4689,Elsamex Maintenance Services,4.2,145,Facility Management Services | 201-500 Employees | 24 years old | Ahmedabad +33 more
4690,IIHT,4.1,145,Education & Training | 1k-5k Employees | 30 years old | Bangalore/Bengaluru +21 more
4691,L and T Chiyoda,3.6,145,Oil & Gas | Vadodara +1 more
4692,Thirumalai Chemicals,4,145,Chemicals | 501-1k Employees | Public | 50 years old | New Delhi +7 more
4693,BPL Medical Technologies,4.2,145,Medical Equipment | 501-1k Employees | 56 years old | New Delhi +22 more
4694,Upwork,4.5,145,Internet | 501-1k Employees | Public | 8 years old | New Delhi +24 more
4695,CIMS Hospital,3.9,145,Healthcare | 201-500 Employees | 13 years old | New Delhi +12 more
4696,Hidden Brains InfoTech,4,145,IT Services & Consulting | 201-500 Employees | 20 years old | Ahmedabad +3 more
4697,Lucy Electric,3.9,145,Electrical Equipment | 51-200 Employees | 211 years old | Nashik +9 more
4698,Multiplier Brand Solutions,3.5,145,Pharma | 51-200 Employees | 7 years old | New Delhi +31 more
4699,Chai Point,3.6,145,Beverage | 501-1k Employees | 13 years old | New Delhi +13 more
4700,Vcare Call Center,2.7,145,BPO | 201-500 Employees | 19 years old | Noida +7 more
4701,Amara Raja Infra,3.8,145,Engineering & Construction | 201-500 Employees | 39 years old | Hyderabad +15 more
4702,Indian Railway Catering and Tourism,4,145,Urban Transport | 1k-5k Employees | Public | 24 years old | Delhi/NCR +35 more
4703,Jitm Skills,3.6,145,Education & Training | 51-200 Employees | 10 years old | Delhi/NCR +30 more
4704,Gautam Solar,3.6,145,Power | 51-200 Employees | 26 years old | New Delhi +13 more
4705,CFlo,4.7,145,Metals & Mining | 201-500 Employees | 17 years old | Kolkata +6 more
4706,The Pride Hotel,4.2,145,Hospitality | 501-1k Employees | 48 years old | Mumbai +19 more
4707,Chandigarh Group of Colleges,3.7,145,Education & Training | 501-1k Employees | 22 years old | Mohali +10 more
4708,Impressico Business Solutions,4.5,145,IT Services & Consulting | 201-500 Employees | 15 years old | Noida +5 more
4709,cFIRST,4.2,145,Recruitment | 201-500 Employees | 17 years old | Cincinnati +6 more
4710,Margadarsi Chit Fund,3.7,145,Financial Services | 1k-5k Employees | 61 years old | Hyderabad +24 more
4711,SasMos HET Technologies,3.9,145,Electrical Equipment | 201-500 Employees | Public | 16 years old | Bengaluru +3 more
4712,Biostadt,4.6,145,Agro Chemicals | 501-1k Employees | 20 years old | Mumbai +43 more
4713,Synthite Industries,3.9,145,Food Processing | 1k-5k Employees | 51 years old | Ernakulam +15 more
4714,Cholayil Private Limited,4.4,145,FMCG | 201-500 Employees | 54 years old | Chennai +21 more
4715,INFRES METHODEX,3.3,145,Industrial Automation | 501-1k Employees | 36 years old | Faridabad +37 more
4716,Mytrah Energy,3.9,145,Power | 201-500 Employees | 14 years old | Hyderabad/Secunderabad +12 more
4717,Royal Infraconstru,3.8,145,Engineering & Construction | 51-200 Employees | 43 years old | Kolkata +24 more
4718,Balasore Alloys,3.8,145,Metals & Mining | 501-1k Employees | Public | 39 years old | Balasore +10 more
4719,Roulunds Braking,3.3,145,Auto Components | 1k-5k Employees (Global) | 287 years old | Odense +2 more
4720,Azure Hospitality,4.5,145,Hospitality | 201-500 Employees | 14 years old | Delhi +9 more
4721,Echs Polyclinic,4.1,145,Healthcare | 11-50 Employees | Public | 20 years old | New Delhi +68 more
4722,Magnasoft Consulting India,3.4,145,IT Services & Consulting | 501-1k Employees | 23 years old | Bangalore/Bengaluru +9 more
4723,Renom Energy Services,4.3,145,Oil & Gas | 501-1k Employees | pune +26 more
4724,JSW Steel Coated Products,3.8,145,Tarapur +17 more
4725,Formidium Corp,3.5,145,Financial Services | 501-1k Employees | 7 years old | Chicago +2 more
4726,Stashfin,4.5,144,FinTech | 11-50 Employees | Startup | 7 years old | Delhi +11 more
4727,VIRTUSA TECHNOLOGIES,3.8,144,IT Services & Consulting | 10k-50k Employees | Hyderabad/Secunderabad +8 more
4728,Student Life,4,144,501-1k Employees | 5 years old | Kolkata +30 more
4729,Odisha Power Generation Corporation,4,144,Oil & Gas | 1k-5k Employees | Public | 39 years old | Bhubaneswar +7 more
4730,Coditas Technologies,3.2,144,IT Services & Consulting | 501-1k Employees | 9 years old | Pune +1 more
4731,Google Pay,4.2,144,FinTech | 10k-50k Employees (Global) | Hyderabad/Secunderabad +51 more
4732,First American Title,3.9,144,Insurance | 10k-50k Employees (Global) | 134 years old | Santa Ana +5 more
4733,GAIN Credit,4.4,144,FinTech | 201-500 Employees | 20 years old | San Diego +6 more
4734,CIGNEX,4,144,IT Services & Consulting | 501-1k Employees | 23 years old | Livonia +8 more
4735,Appasamy Associates,3.8,144,Medical Equipment | 51-200 Employees | 45 years old | Chennai +22 more
4736,eMDs,3.7,144,IT Services & Consulting | 201-500 Employees | 27 years old | Austin +4 more
4737,Mashreq Bank,3.4,144,Banking | 11-50 Employees | Public | 56 years old | Dubai +7 more
4738,Enzen Global Solutions,3.7,144,Power | 201-500 Employees | 17 years old | Bangalore +12 more
4739,Adhunik Metaliks,3.2,144,Metals & Mining | 501-1k Employees | Public | 22 years old | Kolkata +13 more
4740,Don Bosco Tech Society,4.1,144,Non-Profit | 201-500 Employees | 17 years old | New Delhi +46 more
4741,Petronas Lubricants,3.3,144,Petrochemicals | 51-200 Employees | 15 years old | Kuala Lumpur +28 more
4742,Wilo Mather and Platt Pumps,4,144,Industrial Machinery | 501-1k Employees | Public | 153 years old | Dortmund +17 more
4743,Adhunik Metaliks,3.2,144,Metals & Mining | 501-1k Employees | Public | 22 years old | Kolkata +13 more
4744,Maahi Milk Producer Company,4.3,144,Food Processing | 501-1k Employees | 11 years old | Rajkot +21 more
4745,Enzen Global Solutions,3.7,144,Power | 201-500 Employees | 17 years old | Bangalore +12 more
4746,Ratnadeep Super Market,4.1,144,Retail | 5k-10k Employees | 36 years old | Hyderabad/Secunderabad +9 more
4747,Student Life,4,144,501-1k Employees | 5 years old | Kolkata +30 more
4748,Stashfin,4.5,144,FinTech | 11-50 Employees | Startup | 7 years old | Delhi +11 more
4749,Coditas Technologies,3.2,144,IT Services & Consulting | 501-1k Employees | 9 years old | Pune +1 more
4750,VIRTUSA TECHNOLOGIES,3.8,144,IT Services & Consulting | 10k-50k Employees | Hyderabad/Secunderabad +8 more
4751,Odisha Power Generation Corporation,4,144,Oil & Gas | 1k-5k Employees | Public | 39 years old | Bhubaneswar +7 more
4752,S.S. Kothari Mehta & Co,3.4,144,Accounting & Auditing | 201-500 Employees | 70 years old | Delhi/NCR +5 more
4753,6D Technologies,3.7,144,Telecom | 1k-5k Employees | 21 years old | Bangalore/Bengaluru +5 more
4754,Cholamandalam MS Risk Services,3.8,144,Management Consulting | 201-500 Employees | 29 years old | Chennai +29 more
4755,Galpha Laboratories,4.1,144,Pharma | 1k-5k Employees | 37 years old | Mumbai +20 more
4756,Google Pay,4.2,144,FinTech | 10k-50k Employees (Global) | Hyderabad/Secunderabad +51 more
4757,Asiana Times,4.4,144,Media & Entertainment | 51-200 Employees | New Delhi +4 more
4758,Pramati Technologies,4.3,143,IT Services & Consulting | 1k-5k Employees | 25 years old | Hyderabad/Secunderabad +3 more
4759,Source One Management Services,3.4,143,IT Services & Consulting | 51-200 Employees | 38 years old | Grove +9 more
4760,ANEWA Engineering,4,143,Oil & Gas | 201-500 Employees | 17 years old | Hyderabad/Secunderabad
4761,COMSTAR AUTOMOTIVE TECHNOLOGIES,3.7,143,Auto Components | 201-500 Employees | 24 years old | Chengalpattu +4 more
4762,Indus Motors,4.1,143,Automobile | 5k-10k Employees (Global) | 33 years old | Kochi/Cochin +25 more
4763,Parker Hannifin,4,143,Defence & Aerospace | 1k-5k Employees | Forbes Global 2000 | 106 years old | Cleveland +11 more
4764,Mitsubishi Heavy Industries,4.2,143,Industrial Machinery | 51-200 Employees | Forbes Global 2000 | 139 years old | Tokyo +24 more
4765,Vivimed Labs,3.7,143,Chemicals | 501-1k Employees | Public | 32 years old | Hyderabad/Secunderabad +10 more
4766,Botree Software International,3.8,143,Software Product | 501-1k Employees | 26 years old | Chennai +13 more
4767,Harsco,3.7,143,Waste Management | 201-500 Employees | 170 years old | Camp Hill +11 more
4768,Be Well Hospitals,4.3,143,Healthcare | 501-1k Employees | 12 years old | Chennai +9 more
4769,Tatva Chintan Pharma Chem,4,143,Chemicals | 51-200 Employees | 27 years old | Vadodara +6 more
4770,Rithwik Projects,3.8,143,Engineering & Construction | 1k-5k Employees | 24 years old | Hyderabad +31 more
4771,JK Agri Genetics,3.8,143,Biotechnology | 201-500 Employees | Public | 34 years old | Hyderabad +35 more
4772,Army Ordnance Corps,4.8,143,Defence & Aerospace | 11-50 Employees | Public | 248 years old | New Delhi +46 more
4773,Xpo Logistics,3.7,143,Logistics | 51-200 Employees | Public | 12 years old | Greenwich +18 more
4774,TATA MEDICAL CENTER,4.1,143,Healthcare | 51-200 Employees | 19 years old | Kolkata +4 more
4775,Parijat Industries (India),4,143,Chemicals | 501-1k Employees | 28 years old | Delhi/NCR +26 more
4776,Lamprell,4.1,143,Oil & Gas | 5k-10k Employees (Global) | 47 years old | Dubai +6 more
4777,OEN India,3.8,143,Auto Components | 51-200 Employees | 55 years old | Kochi/Cochin +8 more
4778,Altum Credo Home Finance,3.9,143,NBFC | 501-1k Employees | 7 years old | Pune +37 more
4779,Teletext Holidays,3.8,143,Travel & Tourism | 51-200 Employees | 31 years old | London +3 more
4780,JK Agri Genetics,3.8,143,Biotechnology | 201-500 Employees | Public | 34 years old | Hyderabad +35 more
4781,Army Ordnance Corps,4.8,143,Defence & Aerospace | 11-50 Employees | Public | 248 years old | New Delhi +46 more
4782,Meneta Automotive Components,3.7,143,Auto Components | 201-500 Employees | 16 years old | Sonipat +4 more
4783,OEN India,3.8,143,Auto Components | 51-200 Employees | 55 years old | Kochi/Cochin +8 more
4784,Namdev Finvest,4.7,143,Financial Services | 201-500 Employees | 26 years old | Jaipur +28 more
4785,Oswaal Books and Learning Private Limited,4.3,142,Printing & Publishing | 201-500 Employees | 39 years old | Agra +4 more
4786,Turtle,3.7,142,Fashion & Textile | 51-200 Employees | 30 years old | Kolkata +19 more
4787,Advantum Health,3.8,142,Healthcare | 201-500 Employees | 27 years old | Louisville +3 more
4788,SYNCHRONIZED SUPPLY SYSTEMS,4,142,Logistics | 501-1k Employees | 16 years old | Gurgaon/Gurugram +13 more
4789,Hetero Biopharma,3.6,142,Pharma | 201-500 Employees | 14 years old | Hyderabad +5 more
4790,MARG ERP,3.7,142,Accounting & Auditing | 5k-10k Employees | Public | 23 years old | New Delhi +25 more
4791,Rajesh Motors,3.8,142,Automobile | 51-200 Employees | 43 years old | Jaipur +19 more
4792,Black & Veatch,4.3,142,Engineering & Construction | 501-1k Employees | 108 years old | Overland Park +11 more
4793,Development Consultants,3.7,142,IT Services & Consulting | 51-200 Employees | 73 years old | Kolkata +10 more
4794,Toyota Financial Services,3.8,142,Financial Services | 201-500 Employees | Public | 40 years old | Chandler +28 more
4795,Franco-Indian Pharmaceuticals,3.5,142,Pharma | 201-500 Employees | 74 years old | Mumbai +22 more
4796,Kobelco Construction Equipment India,4.2,142,Industrial Machinery | 201-500 Employees | 16 years old | Noida +21 more
4797,UFO Moviez,3.8,142,Media & Entertainment | 201-500 Employees | Public | 18 years old | Mumbai +28 more
4798,Bhadra International,3.5,142,Logistics | 51-200 Employees | 23 years old | New Delhi +7 more
4799,Burckhardt Compression,4.3,142,Industrial Machinery | 201-500 Employees | Public | 179 years old | Zurich +3 more
4800,Lalitpur Power Generation,4.3,142,Power | 1k-5k Employees | 14 years old | Lalitpur +7 more
4801,Texspin Bearings,4.2,142,Auto Components | 201-500 Employees | 62 years old | Ahmedabad +11 more
4802,Global Consumer Products,3.9,142,FMCG | 51-200 Employees | 10 years old | Bangalore +34 more
4803,JGC Corporation,4.3,142,Engineering & Construction | 5k-10k Employees (Global) | 95 years old | Kanagawa +13 more
4804,Caplin Point Laboratories,3.9,142,Pharma | 501-1k Employees | Public | 33 years old | Chennai +5 more
4805,Brand Factory,4.5,142,Retail | 10k-50k Employees | Public | 17 years old | Mumbai +37 more
4806,Axis Sales,4.1,142,Financial Services | 11-50 Employees | 17 years old | Pune +60 more
4807,Beri Udyog,3.8,142,Industrial Machinery | 201-500 Employees | 45 years old | Karnal +12 more
4808,Sunshine Hospitals,4.1,142,Healthcare | 201-500 Employees | 14 years old | Secunderabad +13 more
4809,Modern Automotives,3.6,142,Automobile | 51-200 Employees | 18 years old | Gurugram +14 more
4810,Liugong India,3.4,142,Engineering & Construction | 201-500 Employees | 65 years old | Delhi/NCR +16 more
4811,MARG ERP,3.7,142,Accounting & Auditing | 5k-10k Employees | Public | 23 years old | New Delhi +25 more
4812,Advantum Health,3.8,142,Healthcare | 201-500 Employees | 27 years old | Louisville +3 more
4813,Rotostat Services,4.3,142,Industrial Machinery | 51-200 Employees | 14 years old | Mumbai +19 more
4814,Afflatus Gravures,3.8,142,Printing & Publishing | 51-200 Employees | 20 years old | Noida +11 more
4815,Jagatjit Industries,3.8,142,Beverage | 1k-5k Employees | Public | 79 years old | Kapurthala  +22 more
4816,Nayati Hospital,3.1,142,Healthcare | 1k-5k Employees | 11 years old | Noida +9 more
4817,KPR Mill,4,142,Fashion & Textile | 501-1k Employees | Public | 39 years old | Coimbatore +11 more
4818,SYNCHRONIZED SUPPLY SYSTEMS,4,142,Logistics | 501-1k Employees | 16 years old | Gurgaon/Gurugram +13 more
4819,Oswaal Books and Learning Private Limited,4.3,142,Printing & Publishing | 201-500 Employees | 39 years old | Agra +4 more
4820,Jagatjit Industries,3.8,142,Beverage | 1k-5k Employees | Public | 79 years old | Kapurthala  +22 more
4821,Nayati Hospital,3.1,142,Healthcare | 1k-5k Employees | 11 years old | Noida +9 more
4822,Liugong India,3.4,142,Engineering & Construction | 201-500 Employees | 65 years old | Delhi/NCR +16 more
4823,MoreTasks,4.2,141,IT Services & Consulting | 51-200 Employees | 7 years old | Gurgaon/Gurugram +1 more
4824,Intech Organics,3.5,141,Agro Chemicals | 201-500 Employees | 24 years old | Gurugram +12 more
4825,Impelsys,4,141,Software Product | 501-1k Employees | 22 years old | Bangalore/Bengaluru +4 more
4826,Infineon Technologies,4,141,Semiconductors | 1k-5k Employees | Forbes Global 2000 | 24 years old | Neubiberg +7 more
4827,Daelim Industrial Co.,4.6,141,Petrochemicals | 51-200 Employees | 84 years old | Seoul +13 more
4828,Kalyan Toll Infrastructure,4.4,141,Engineering & Construction | 51-200 Employees | 21 years old | Indore +22 more
4829,Azad Engineering,3.4,141,Engineering & Construction | 201-500 Employees | 40 years old | Hyderabad +7 more
4830,Abellon Clean Energy,3.7,141,Other | 501-1k Employees | Public | 15 years old | Ahmedabad +15 more
4831,GVK Group,4,141,Engineering & Construction | 50k-1 Lakh Employees | Public | 31 years old | Hyderabad +28 more
4832,Aditya Birla Money,4,141,201-500 Employees | Public | 67 years old | Mumbai +35 more
4833,D'Decor Home Fabrics,4,141,Fashion & Textile | 501-1k Employees | 24 years old | Mumbai +18 more
4834,Wellspring Healthcare,3.6,141,Healthcare | 51-200 Employees | 13 years old | Mumbai +17 more
